Ticker,Date,Price,Size,Value,1M_Log_Ret,1M_Simple_Ret,Momentum,1Y Beta
MXNL,9/30/2023,213.0938,801899.1491,2.6934,-0.0113,-0.0113,1.2806,1.1500
MXNO,9/30/2023,334.7221,236391.2953,1.8078,-0.0525,-0.0512,0.9670,0.3100
MXNZ,9/30/2023,87.4423,36876.6967,2.6469,-0.0589,-0.0572,1.0795,0.1800
MXPE,9/30/2023,1332.0600,70727.2200,1.6410,-0.0403,-0.0395,1.1807,1.1600
MXPH,9/30/2023,19.2679,113914.3819,1.6749,-0.0590,-0.0573,1.0348,0.1900
MXPL,9/30/2023,278.6102,90594.1689,0.9711,0.1525,0.1648,1.5171,0.8800
MXPT,9/30/2023,50.0022,60483.1747,2.0477,0.0077,0.0078,1.1010,0.4100
MXRU,9/30/2023,,90219.2500,4.9415,,,,
MXSE,9/30/2023,1531.0128,600055.5995,1.8787,-0.0593,-0.0576,1.1063,0.8300
MXSG,9/30/2023,974.3466,342074.4459,1.3511,-0.0470,-0.0459,1.0653,0.5000
MXTH,9/30/2023,13.3135,316399.4156,1.7828,-0.0347,-0.0341,1.0679,0.2400
MXTR,9/30/2023,299304.6738,126349.1286,1.9644,-0.1408,-0.1313,1.3363,0.4200
MXTW,9/30/2023,19.1139,1210115.3720,2.2410,-0.0169,-0.0167,1.3015,0.3400
MXUS,9/30/2023,4083.3300,39682904.9100,4.1475,-0.0242,-0.0239,1.1653,1.1900
MXZA,9/30/2023,75.7078,241301.3544,1.6169,-0.0161,-0.0160,1.0557,0.5500
MXAT,8/31/2023,149.6758,49702.1088,0.9283,-0.0132,-0.0131,1.4182,0.8800
MXAU,8/31/2023,939.7157,1208088.4810,2.1799,-0.0374,-0.0367,0.7735,0.2600
MXBE,8/31/2023,80.9999,242184.8612,1.5582,-0.0430,-0.0421,1.2926,0.6100
MXBR,8/31/2023,1555.0300,613726.1900,1.4371,-0.0002,-0.0002,1.1722,0.7200
MXCA,8/31/2023,1891.2668,2042172.5210,1.8932,-0.0336,-0.0331,1.1784,0.7400
MXCH,8/31/2023,1636.3688,1731657.5180,3.7461,-0.0554,-0.0539,1.2409,0.5500
MXCL,8/31/2023,1098.2900,84168.7000,1.1892,-0.0604,-0.0586,1.1388,0.8900
MXCN,8/31/2023,7.7228,8809592.6290,1.3333,-0.0296,-0.0291,1.1649,0.6900
MXCO,8/31/2023,348.2700,10668.2400,0.7998,0.0255,0.0259,1.2197,0.8100
MXCZ,8/31/2023,13.7842,30740.0823,1.7597,-0.0187,-0.0185,1.3093,0.3100
MXDE,8/31/2023,165.6850,1717873.1230,1.4353,-0.0604,-0.0586,1.4758,0.8500
MXDK,8/31/2023,2668.8409,576122.7331,5.6723,-0.0287,-0.0283,1.4985,0.5200
MXEG,8/31/2023,127.5515,7787.7420,2.1822,0.0561,0.0577,1.2394,0.2700
MXES,8/31/2023,127.7051,580144.8928,1.2860,-0.0297,-0.0292,1.4894,0.6500
MXFI,8/31/2023,133.1463,166516.3156,1.9625,-0.0519,-0.0506,1.0418,0.6800
MXFR,8/31/2023,223.8145,2789185.8370,1.9628,-0.0548,-0.0533,1.4431,0.7900
MXGB,8/31/2023,2684.8219,2354299.9690,1.6844,-0.0088,-0.0088,1.2780,0.4800
MXGR,8/31/2023,5.4954,48389.0065,0.8792,-0.1087,-0.1030,1.8973,0.6100
MXHK,8/31/2023,1464.4371,604755.4096,0.9945,-0.0601,-0.0584,1.0978,0.3200
MXHU,8/31/2023,6.4598,22310.7914,1.0044,-0.0765,-0.0737,1.7279,0.6000
MXID,8/31/2023,0.4992,307835.8583,2.3748,-0.0358,-0.0352,1.0258,0.1300
MXIE,8/31/2023,68.0364,138639.7250,1.8854,-0.1103,-0.1045,1.6302,0.9400
MXIL,8/31/2023,184.9300,124073.2400,1.6702,-0.0018,-0.0018,1.0347,0.9400
MXIN,8/31/2023,26.3503,2406117.5490,3.8172,0.0153,0.0154,1.0949,0.3600
MXIT,8/31/2023,80.3495,562856.0988,1.2528,-0.0417,-0.0408,1.6026,0.8300
MXJP,8/31/2023,9.7919,4527988.6610,1.4373,-0.0305,-0.0301,1.3000,0.3600
MXKR,8/31/2023,0.5921,1277733.9750,0.9658,-0.0578,-0.0562,1.4209,0.4000
MXMX,8/31/2023,6447.9700,359020.9700,2.0172,-0.0663,-0.0641,1.4504,0.7500
MXMY,8/31/2023,99.5452,222233.9420,1.3514,-0.0331,-0.0326,1.0773,0.1600
MXNL,8/31/2023,231.4885,895103.2221,2.8649,-0.0828,-0.0795,1.4895,1.1700
MXNO,8/31/2023,319.3433,223023.3889,1.7236,0.0470,0.0482,1.1031,0.3200
MXNZ,8/31/2023,90.2318,37973.7724,2.7562,-0.0314,-0.0309,1.2814,0.1900
MXPE,8/31/2023,1440.1600,75954.8300,1.7742,-0.0780,-0.0751,1.4484,1.1500
MXPH,8/31/2023,18.7656,110883.0267,1.6313,0.0264,0.0268,1.2527,0.2000
MXPL,8/31/2023,315.5070,100551.3067,1.0370,-0.1244,-0.1169,1.9726,0.8800
MXPT,8/31/2023,53.3712,65091.1519,2.1330,-0.0652,-0.0631,1.1731,0.4200
MXRU,8/31/2023,,94528.2700,4.9415,,,,
MXSE,8/31/2023,1540.4094,632796.4256,1.8972,-0.0061,-0.0061,1.2707,0.8500
MXSG,8/31/2023,977.7753,340469.3643,1.3421,-0.0035,-0.0035,1.1852,0.5000
MXTH,8/31/2023,14.7512,353505.2268,1.8908,-0.1025,-0.0975,1.1219,0.2500
MXTR,8/31/2023,290715.5546,123974.6491,1.8565,0.0291,0.0295,1.5276,0.4300
MXTW,8/31/2023,19.8654,1248212.2060,2.3029,-0.0386,-0.0378,1.2951,0.3400
MXUS,8/31/2023,4288.8100,41628113.4700,4.3531,-0.0491,-0.0479,1.2803,1.1900
MXZA,8/31/2023,79.5868,298239.4221,1.8052,-0.0500,-0.0487,1.2372,0.5500
MXAT,7/31/2023,155.3308,51068.2359,0.9459,-0.0371,-0.0364,1.2512,0.8900
MXAU,7/31/2023,988.2724,1271763.4080,2.2432,-0.0504,-0.0491,1.0409,0.2600
MXBE,7/31/2023,83.6202,250196.2989,1.6002,-0.0318,-0.0313,1.1277,0.6100
MXBR,7/31/2023,1714.3200,678010.0000,1.6782,-0.0975,-0.0929,1.0796,0.7300
MXCA,7/31/2023,1979.8709,2138325.0570,1.9243,-0.0458,-0.0448,1.0409,0.7400
MXCH,7/31/2023,1690.6613,1798501.3510,3.4542,-0.0326,-0.0321,1.1207,0.5400
MXCL,7/31/2023,1212.4700,91347.6600,1.3387,-0.0989,-0.0942,0.9642,0.9000
MXCN,7/31/2023,8.4895,9564949.4290,1.3779,-0.0946,-0.0903,0.9044,0.7000
MXCO,7/31/2023,409.2200,12735.8500,1.0316,-0.1613,-0.1489,0.9433,0.7900
MXCZ,7/31/2023,14.4021,32082.4179,1.5281,-0.0439,-0.0429,1.0897,0.3100
MXDE,7/31/2023,174.0537,1814147.3000,1.4321,-0.0493,-0.0481,1.3089,0.8500
MXDK,7/31/2023,2556.9914,563052.3347,5.5903,0.0428,0.0437,1.3138,0.5300
MXEG,7/31/2023,114.9871,7054.6541,2.0170,0.1037,0.1093,1.2258,0.2800
MXES,7/31/2023,131.5777,596106.1230,1.3047,-0.0299,-0.0294,1.3355,0.6400
MXFI,7/31/2023,134.3074,168895.2395,1.9437,-0.0087,-0.0086,0.9546,0.6800
MXFR,7/31/2023,232.7540,2923257.5160,2.0227,-0.0392,-0.0384,1.2937,0.7900
MXGB,7/31/2023,2825.0440,2485238.9280,1.6684,-0.0509,-0.0496,1.1237,0.4800
MXGR,7/31/2023,5.6466,49890.6832,0.9209,-0.0271,-0.0268,1.6372,0.6200
MXHK,7/31/2023,1611.5916,668747.6461,1.0956,-0.0958,-0.0913,0.9495,0.3100
MXHU,7/31/2023,6.1204,21383.7509,1.0170,0.0540,0.0555,1.4415,0.6100
MXID,7/31/2023,0.5058,310586.3820,2.4568,-0.0133,-0.0132,1.0088,0.1300
MXIE,7/31/2023,70.6870,144279.2907,1.9625,-0.0382,-0.0375,1.3152,0.9400
MXIL,7/31/2023,190.9000,128545.1400,1.6905,-0.0318,-0.0313,0.8419,0.9400
MXIN,7/31/2023,26.8773,2450730.1500,3.8733,-0.0198,-0.0196,0.9991,0.3600
MXIT,7/31/2023,83.5762,588153.1979,1.3468,-0.0394,-0.0386,1.4168,0.8300
MXJP,7/31/2023,10.0291,4631379.0140,1.5151,-0.0239,-0.0236,1.1240,0.3600
MXKR,7/31/2023,0.6416,1385051.0790,1.0079,-0.0804,-0.0772,1.0880,0.4000
MXMX,7/31/2023,6759.1800,379286.5100,2.1148,-0.0471,-0.0460,1.3838,0.7500
MXMY,7/31/2023,102.8112,229927.7477,1.3822,-0.0323,-0.0318,0.8759,0.1700
MXNL,7/31/2023,254.3938,989854.2745,3.0891,-0.0944,-0.0900,1.3074,1.1600
MXNO,7/31/2023,328.7166,227676.0514,1.5539,-0.0289,-0.0285,0.8239,0.3300
MXNZ,7/31/2023,99.5547,41883.6381,2.9085,-0.0983,-0.0936,1.0909,0.1900
MXPE,7/31/2023,1554.9600,82212.8400,1.9303,-0.0767,-0.0738,1.2687,1.1500
MXPH,7/31/2023,20.8168,123717.2102,1.8171,-0.1037,-0.0985,0.9937,0.1900
MXPL,7/31/2023,352.0790,112560.5525,1.0970,-0.1097,-0.1039,1.5670,0.8800
MXPT,7/31/2023,54.7598,67156.7263,2.1551,-0.0257,-0.0254,1.0334,0.4100
MXRU,7/31/2023,,96259.1200,4.9415,,,,
MXSE,7/31/2023,1654.6332,684197.9670,1.9579,-0.0715,-0.0690,1.1414,0.8500
MXSG,7/31/2023,1087.8585,377054.8441,1.4303,-0.1067,-0.1012,1.0281,0.4900
MXTH,7/31/2023,15.2797,366998.2287,1.8753,-0.0352,-0.0346,0.9698,0.2600
MXTR,7/31/2023,270500.7060,118309.5290,1.5374,0.0721,0.0747,1.2323,0.4500
MXTW,7/31/2023,20.8631,1312485.4750,2.3793,-0.0490,-0.0478,1.0842,0.3400
MXUS,7/31/2023,4370.1000,42416872.5700,4.5031,-0.0188,-0.0186,1.1224,1.1900
MXZA,7/31/2023,90.4022,341811.9096,1.9324,-0.1274,-0.1196,0.9948,0.5400
MXAT,6/30/2023,148.7796,49001.6068,0.8961,0.0431,0.0440,1.0543,0.9000
MXAU,6/30/2023,1430.4800,1841947.7300,2.1823,-0.3698,-0.3091,1.0216,0.2500
MXBE,6/30/2023,77.8781,235752.7844,1.5025,0.0711,0.0737,1.0023,0.6300
MXBR,6/30/2023,1635.5500,649868.4500,1.6058,0.0470,0.0482,0.9630,0.7400
MXCA,6/30/2023,1922.4507,2085558.6800,1.8706,0.0294,0.0299,0.9364,0.7400
MXCH,6/30/2023,1636.8392,1738807.9310,3.4412,0.0324,0.0329,1.0333,0.5400
MXCL,6/30/2023,1147.9400,86225.8000,1.2675,0.0547,0.0562,0.9140,0.8900
MXCN,6/30/2023,7.7292,8973920.5070,1.2587,0.0938,0.0984,0.8766,0.7000
MXCO,6/30/2023,363.4500,11273.0800,0.9162,0.1186,0.1259,0.7912,0.7900
MXCZ,6/30/2023,13.4401,29948.0517,1.4286,0.0691,0.0716,1.0319,0.3200
MXDE,6/30/2023,169.3273,1775148.5250,1.4046,0.0275,0.0279,1.1614,0.8600
MXDK,6/30/2023,2546.7608,561274.4326,5.6083,0.0040,0.0040,1.1830,0.5300
MXEG,6/30/2023,116.9891,7234.0328,2.2847,-0.0173,-0.0171,1.2339,0.2700
MXES,6/30/2023,129.5421,596461.8133,1.2842,0.0156,0.0157,1.1758,0.6600
MXFI,6/30/2023,134.7500,170029.4249,1.8628,-0.0033,-0.0033,0.9264,0.6800
MXFR,6/30/2023,228.5356,2870809.8470,1.9341,0.0183,0.0185,1.1354,0.8000
MXGB,6/30/2023,2736.7884,2410569.7580,1.6599,0.0317,0.0322,1.0128,0.4900
MXGR,6/30/2023,5.3826,48241.9003,0.8850,0.0479,0.0491,1.4713,0.6300
MXHK,6/30/2023,1568.7029,651373.4871,1.1122,0.0270,0.0273,0.8851,0.3000
MXHU,6/30/2023,6.0562,21724.4426,0.9767,0.0105,0.0106,1.3203,0.6000
MXID,6/30/2023,0.5014,306199.6047,2.4118,0.0087,0.0088,1.0646,0.1300
MXIE,6/30/2023,66.0867,134806.6395,1.8449,0.0673,0.0696,1.2623,0.9400
MXIL,6/30/2023,176.6500,119327.3500,1.5643,0.0776,0.0807,0.8641,0.9400
MXIN,6/30/2023,26.1234,2308021.2530,3.7538,0.0284,0.0289,0.9934,0.3700
MXIT,6/30/2023,79.1118,558294.8068,1.2548,0.0549,0.0564,1.2149,0.8400
MXJP,6/30/2023,9.7526,4503537.9140,1.4962,0.0280,0.0283,1.0480,0.3600
MXKR,6/30/2023,0.6035,1295280.8020,0.9784,0.0613,0.0633,1.0512,0.4000
MXMX,6/30/2023,6478.2900,366869.0100,2.0903,0.0424,0.0434,1.2445,0.7500
MXMY,6/30/2023,93.7106,210610.0857,1.3040,0.0927,0.0971,0.8970,0.1700
MXNL,6/30/2023,248.3627,972097.4122,3.0898,0.0240,0.0243,1.1150,1.1700
MXNO,6/30/2023,303.1940,217047.4386,1.5361,0.0808,0.0842,0.7670,0.3400
MXNZ,6/30/2023,97.4566,40947.1975,2.8447,0.0213,0.0215,1.0392,0.1900
MXPE,6/30/2023,1393.2100,69225.0200,1.7295,0.1098,0.1161,1.1188,1.1700
MXPH,6/30/2023,20.0727,119878.2456,1.7687,0.0364,0.0371,1.0050,0.1900
MXPL,6/30/2023,326.3766,104497.0922,1.0330,0.0758,0.0788,1.1820,0.8800
MXPT,6/30/2023,54.9721,67781.9101,2.1410,-0.0039,-0.0039,0.9445,0.4300
MXRU,6/30/2023,,86390.3500,4.5379,,,,
MXSE,6/30/2023,1632.7075,669425.7071,2.0040,0.0133,0.0134,0.9817,0.8600
MXSG,6/30/2023,996.6933,346915.3044,1.3334,0.0875,0.0915,0.9774,0.4800
MXTH,6/30/2023,14.1556,337816.5407,1.7828,0.0764,0.0794,1.0359,0.2600
MXTR,6/30/2023,227088.8677,100506.4854,1.2486,0.1749,0.1912,1.5770,0.4500
MXTW,6/30/2023,20.8420,1311727.2050,2.3541,0.0010,0.0010,1.0603,0.3300
MXUS,6/30/2023,4228.5900,41112571.1100,4.3573,0.0329,0.0335,1.0106,1.1900
MXZA,6/30/2023,80.8436,306662.7313,1.8398,0.1118,0.1182,0.8632,0.5500
MXAT,5/31/2023,138.2621,46631.7957,0.8514,0.0733,0.0761,1.1927,0.9100
MXAU,5/31/2023,1401.7500,1804157.3500,2.1385,0.0203,0.0205,1.1091,0.2500
MXBE,5/31/2023,74.7851,225458.5552,1.4808,0.0405,0.0414,1.1347,0.6300
MXBR,5/31/2023,1427.4400,567417.3400,1.4015,0.1361,0.1458,1.0117,0.7300
MXCA,5/31/2023,1807.1817,1964269.7090,1.8091,0.0618,0.0638,1.0383,0.7300
MXCH,5/31/2023,1595.4173,1687451.3740,3.4276,0.0256,0.0260,1.1298,0.5400
MXCL,5/31/2023,1061.1600,81153.4500,1.1716,0.0786,0.0818,1.0911,0.8800
MXCN,5/31/2023,7.4820,8610784.2700,1.2184,0.0325,0.0330,0.8644,0.6800
MXCO,5/31/2023,325.8900,10174.4900,0.8215,0.1091,0.1153,0.8437,0.7800
MXCZ,5/31/2023,14.0088,31519.7000,1.5281,-0.0414,-0.0406,1.1652,0.3200
MXDE,5/31/2023,160.5061,1669327.4190,1.3651,0.0535,0.0550,1.2795,0.8600
MXDK,5/31/2023,2491.7302,548750.8085,5.6325,0.0218,0.0221,1.3313,0.5400
MXEG,5/31/2023,117.7475,7142.1057,2.2993,-0.0065,-0.0064,1.2565,0.2700
MXES,5/31/2023,119.1137,548510.5332,1.2210,0.0839,0.0875,1.2241,0.6600
MXFI,5/31/2023,133.5707,168138.9193,1.8951,0.0088,0.0088,1.0572,0.6800
MXFR,5/31/2023,214.2174,2687329.1460,1.8605,0.0647,0.0668,1.3168,0.8000
MXGB,5/31/2023,2639.9174,2307448.5840,1.6437,0.0360,0.0367,1.1269,0.4900
MXGR,5/31/2023,4.9360,44623.9366,0.8329,0.0866,0.0905,1.3974,0.6400
MXHK,5/31/2023,1522.7818,636071.7166,1.0788,0.0297,0.0302,0.9435,0.2900
MXHU,5/31/2023,5.5518,19989.9432,0.9133,0.0870,0.0909,1.2930,0.6100
MXID,5/31/2023,0.5026,296457.2474,2.4274,-0.0023,-0.0022,1.1439,0.1300
MXIE,5/31/2023,62.2749,127633.8112,1.7842,0.0594,0.0612,1.4121,0.9500
MXIL,5/31/2023,173.7200,116681.7500,1.5384,0.0167,0.0169,0.9577,0.9500
MXIN,5/31/2023,25.0068,2218643.8450,3.6220,0.0437,0.0447,1.0539,0.3700
MXIT,5/31/2023,71.1576,503775.1845,1.1583,0.1060,0.1118,1.3399,0.8400
MXJP,5/31/2023,9.3641,4313329.9160,1.4037,0.0407,0.0415,1.0899,0.3500
MXKR,5/31/2023,0.6019,1288267.2980,0.9803,0.0026,0.0026,1.0470,0.3900
MXMX,5/31/2023,6167.8600,350118.2300,1.9901,0.0491,0.0503,1.2821,0.7600
MXMY,5/31/2023,95.7273,217597.7239,1.3195,-0.0213,-0.0211,0.9702,0.1700
MXNL,5/31/2023,236.7593,921089.1162,3.0229,0.0478,0.0490,1.2209,1.1800
MXNO,5/31/2023,286.4899,201858.9298,1.5155,0.0567,0.0583,0.9004,0.3500
MXNZ,5/31/2023,95.6842,40151.7588,2.8610,0.0184,0.0185,1.2044,0.1900
MXPE,5/31/2023,1253.7200,63787.5600,1.5564,0.1055,0.1113,1.2467,1.1700
MXPH,5/31/2023,19.6569,119200.2614,1.7661,0.0209,0.0212,1.0665,0.2000
MXPL,5/31/2023,285.3177,92147.5576,0.9473,0.1344,0.1439,1.2065,0.8800
MXPT,5/31/2023,52.0837,63995.5002,2.0819,0.0540,0.0555,1.1009,0.4200
MXRU,5/31/2023,,91922.7500,4.5379,,,0.0000,
MXSE,5/31/2023,1565.6043,629233.2603,1.9471,0.0420,0.0429,1.2009,0.8600
MXSG,5/31/2023,978.0662,340059.5361,1.3125,0.0189,0.0190,1.1183,0.4800
MXTH,5/31/2023,14.3994,336361.2170,1.7859,-0.0171,-0.0169,1.0467,0.2500
MXTR,5/31/2023,236928.6814,99930.9873,1.0370,-0.0424,-0.0415,1.5825,0.4600
MXTW,5/31/2023,20.7022,1295837.6960,2.3099,0.0067,0.0068,1.0064,0.3300
MXUS,5/31/2023,3969.2100,38517358.4400,4.0898,0.0633,0.0653,1.0985,1.1900
MXZA,5/31/2023,73.6503,278349.1726,1.7626,0.0932,0.0977,0.9984,0.5400
MXAT,4/30/2023,155.3275,52441.2192,0.9652,-0.1164,-0.1099,0.9511,0.8900
MXAU,4/30/2023,1449.3800,1863776.9400,2.2111,-0.0334,-0.0329,1.0011,0.2500
MXBE,4/30/2023,84.9166,260012.6843,1.6576,-0.1271,-0.1193,1.0570,0.6200
MXBR,4/30/2023,1421.5900,561840.4800,1.4823,0.0041,0.0041,0.8023,0.7300
MXCA,4/30/2023,1918.2187,2088824.7500,1.9603,-0.0596,-0.0579,0.9038,0.7300
MXCH,4/30/2023,1672.1506,1768695.6590,3.5388,-0.0470,-0.0459,1.0023,0.5400
MXCL,4/30/2023,1127.4400,85666.2800,1.3054,-0.0606,-0.0588,0.9027,0.8900
MXCN,4/30/2023,8.1976,9363810.3180,1.3827,-0.0913,-0.0873,0.9640,0.6700
MXCO,4/30/2023,352.9900,10999.1700,0.8758,-0.0799,-0.0768,0.5631,0.7900
MXCZ,4/30/2023,16.2521,36964.4621,1.8187,-0.1485,-0.1380,1.0351,0.3400
MXDE,4/30/2023,173.2308,1801500.8030,1.4937,-0.0763,-0.0735,1.0769,0.8600
MXDK,4/30/2023,2602.9655,575063.6527,5.4042,-0.0437,-0.0427,1.2143,0.5300
MXEG,4/30/2023,118.0968,7099.3742,2.2148,-0.0030,-0.0030,1.0792,0.2700
MXES,4/30/2023,126.5476,581050.6999,1.3055,-0.0605,-0.0587,1.0791,0.6600
MXFI,4/30/2023,147.7161,188205.9191,2.0967,-0.1007,-0.0958,0.9809,0.6800
MXFR,4/30/2023,234.3315,2939717.0400,2.0150,-0.0897,-0.0858,1.1320,0.8000
MXGB,4/30/2023,2842.7171,2487330.4020,1.7252,-0.0740,-0.0713,0.9776,0.4900
MXGR,4/30/2023,4.5558,41281.2650,0.8226,0.0802,0.0835,1.1587,0.6300
MXHK,4/30/2023,1685.5501,701064.5413,1.1971,-0.1016,-0.0966,0.9483,0.2900
MXHU,4/30/2023,5.4529,19675.7320,0.8873,0.0180,0.0181,1.1424,0.6100
MXID,4/30/2023,0.5237,308208.6858,2.4842,-0.0412,-0.0404,0.9706,0.1300
MXIE,4/30/2023,65.1932,134037.0371,1.8013,-0.0458,-0.0448,1.1501,0.9500
MXIL,4/30/2023,181.3400,121256.1100,1.5604,-0.0429,-0.0420,0.8950,0.9600
MXIN,4/30/2023,24.3558,2151793.9240,3.5229,0.0264,0.0267,0.9430,0.3800
MXIT,4/30/2023,77.0736,546609.0595,1.2521,-0.0799,-0.0768,1.1123,0.8300
MXJP,4/30/2023,9.2033,4260270.1060,1.3792,0.0173,0.0175,1.0013,0.3600
MXKR,4/30/2023,0.5743,1234502.6910,0.9707,0.0469,0.0480,0.8806,0.4000
MXMX,4/30/2023,6359.7500,362003.9600,2.0706,-0.0306,-0.0302,1.1301,0.7700
MXMY,4/30/2023,101.1701,230420.8656,1.3668,-0.0553,-0.0538,0.9027,0.1700
MXNL,4/30/2023,235.4236,926259.7956,2.9537,0.0057,0.0057,1.1159,1.1800
MXNO,4/30/2023,318.9581,225321.2935,1.7597,-0.1074,-0.1018,0.7898,0.3500
MXNZ,4/30/2023,104.5063,43435.8094,3.0273,-0.0882,-0.0844,1.1196,0.1800
MXPE,4/30/2023,1356.3300,72115.8900,1.7596,-0.0787,-0.0757,1.0339,1.1400
MXPH,4/30/2023,20.6349,124232.2761,1.8616,-0.0486,-0.0474,0.9177,0.2100
MXPL,4/30/2023,296.8936,95477.0670,1.0440,-0.0398,-0.0390,0.9306,0.8600
MXPT,4/30/2023,58.1444,71350.0241,2.5132,-0.1101,-0.1042,1.0222,0.4500
MXRU,4/30/2023,,90438.5900,4.5379,,,0.9000,
MXSE,4/30/2023,1723.3587,696527.7794,1.9968,-0.0960,-0.0915,0.9984,0.8600
MXSG,4/30/2023,1057.8434,365442.0454,1.4239,-0.0784,-0.0754,1.0541,0.4800
MXTH,4/30/2023,14.8829,343900.3386,1.9231,-0.0330,-0.0325,1.0011,0.2600
MXTR,4/30/2023,241256.4778,99536.4379,1.0428,-0.0181,-0.0179,1.5080,0.4700
MXTW,4/30/2023,19.3103,1217002.1490,2.1885,0.0696,0.0721,0.8894,0.3500
MXUS,4/30/2023,3950.6900,38336617.7600,4.1649,0.0047,0.0047,0.9944,1.1900
MXZA,4/30/2023,85.4870,323279.5392,1.8924,-0.1490,-0.1385,0.8760,0.5400
MXAT,3/31/2023,147.4054,50152.9982,0.9296,0.0523,0.0537,1.0839,0.9000
MXAU,3/31/2023,1427.2800,1836263.1000,2.1768,0.0154,0.0155,0.9855,0.2600
MXBE,3/31/2023,84.0717,258475.1859,1.6037,0.0100,0.0100,0.9973,0.6300
MXBR,3/31/2023,1397.0600,549906.3300,1.4492,0.0174,0.0176,0.8602,0.7300
MXCA,3/31/2023,1866.3388,2042453.6750,1.9032,0.0274,0.0278,0.9202,0.7300
MXCH,3/31/2023,1590.5340,1692893.6040,3.4471,0.0500,0.0513,0.9391,0.5500
MXCL,3/31/2023,1156.5400,84838.7100,1.3391,-0.0255,-0.0252,1.0843,0.8800
MXCN,3/31/2023,8.6472,9536300.6760,1.4522,-0.0534,-0.0520,0.9306,0.6700
MXCO,3/31/2023,334.8400,10290.1600,0.8307,0.0528,0.0542,0.6546,0.7900
MXCZ,3/31/2023,15.4170,34575.0921,1.7469,0.0528,0.0542,1.0637,0.3400
MXDE,3/31/2023,168.4260,1753553.6740,1.4690,0.0281,0.0285,1.0479,0.8700
MXDK,3/31/2023,2505.4094,558096.1613,5.2747,0.0382,0.0389,1.0924,0.5300
MXEG,3/31/2023,113.1007,6842.3699,2.1208,0.0432,0.0442,1.0595,0.2200
MXES,3/31/2023,124.4609,571184.1733,1.3031,0.0166,0.0168,1.1189,0.6600
MXFI,3/31/2023,148.3292,188523.1781,2.0153,-0.0041,-0.0041,0.9932,0.6900
MXFR,3/31/2023,225.0970,2823372.7520,1.9645,0.0402,0.0410,1.1060,0.8000
MXGB,3/31/2023,2701.5819,2379245.2730,1.6704,0.0509,0.0522,1.0044,0.4900
MXGR,3/31/2023,4.4019,40016.9197,0.7653,0.0344,0.0350,1.1983,0.6400
MXHK,3/31/2023,1678.4036,698931.9967,1.1920,0.0042,0.0043,0.9586,0.2900
MXHU,3/31/2023,4.9755,17922.3162,0.8364,0.0916,0.0959,1.0100,0.6000
MXID,3/31/2023,0.4943,291220.8843,2.3699,0.0579,0.0596,0.9197,0.1400
MXIE,3/31/2023,63.6380,130875.4919,1.7845,0.0241,0.0244,1.1065,0.9600
MXIL,3/31/2023,184.9300,123433.5400,1.5913,-0.0196,-0.0194,0.8418,0.9600
MXIN,3/31/2023,23.3811,2051244.2590,3.3807,0.0408,0.0417,0.8771,0.3800
MXIT,3/31/2023,74.8113,531152.5366,1.2448,0.0298,0.0302,1.1325,0.8300
MXJP,3/31/2023,9.1864,4251071.9060,1.3432,0.0018,0.0018,1.0000,0.3600
MXKR,3/31/2023,0.5787,1245692.1450,0.9530,-0.0076,-0.0075,0.8637,0.3900
MXMX,3/31/2023,6216.3900,351386.6100,2.1550,0.0228,0.0231,1.1484,0.7700
MXMY,3/31/2023,102.6516,232677.6305,1.3718,-0.0145,-0.0144,0.8803,0.1700
MXNL,3/31/2023,240.3679,948302.3160,3.0607,-0.0208,-0.0206,1.0650,1.1900
MXNO,3/31/2023,317.4640,223643.5003,1.7030,0.0047,0.0047,0.8543,0.3500
MXNZ,3/31/2023,103.8862,43193.7514,3.0669,0.0060,0.0060,1.0802,0.1800
MXPE,3/31/2023,1353.9500,71725.2600,1.7776,0.0018,0.0018,0.9849,1.1500
MXPH,3/31/2023,20.4967,123480.1384,1.8091,0.0067,0.0067,0.9127,0.2000
MXPL,3/31/2023,262.4352,84528.9134,0.7123,0.1234,0.1313,0.9854,0.8500
MXPT,3/31/2023,56.6601,70052.3727,2.4855,0.0259,0.0262,1.0004,0.4500
MXRU,3/31/2023,0.0009,88565.8800,4.5379,,-1.0000,0.9000,
MXSE,3/31/2023,1670.9402,674729.4577,1.9846,0.0309,0.0314,0.9995,0.8600
MXSG,3/31/2023,1076.7449,371291.7852,1.4450,-0.0177,-0.0176,0.9691,0.4800
MXTH,3/31/2023,15.4922,363560.4234,2.0010,-0.0401,-0.0393,0.9860,0.2500
MXTR,3/31/2023,255949.9463,106104.3928,1.0913,-0.0591,-0.0574,1.5308,0.4800
MXTW,3/31/2023,20.1588,1262166.7170,2.2650,-0.0430,-0.0421,0.8947,0.3600
MXUS,3/31/2023,3904.8000,37958502.6600,4.1166,0.0117,0.0118,0.9580,1.1900
MXZA,3/31/2023,85.4054,324183.6992,1.8784,0.0010,0.0010,0.8600,0.5500
MXAT,2/28/2023,163.0354,54408.2359,1.0575,-0.1008,-0.0959,0.9823,0.8600
MXAU,2/28/2023,1440.9800,1849642.4300,2.1978,-0.0096,-0.0095,1.0093,0.2600
MXBE,2/28/2023,82.0586,250905.4856,1.5749,0.0242,0.0245,0.9500,0.6000
MXBR,2/28/2023,1409.9000,554735.9900,1.5152,-0.0091,-0.0091,0.8073,0.7200
